headline,date,description,url
Israel's military carried out dozens of airstrikes on Hamas targets late Sunday,"Oct 23, 2023","Sunday’s strikes have been some of the most sustained bombardment of northern Gaza since Hamas attacked Israel two weeks ago. As CNN’s Nic Robertson reports, it comes as the IDF prepares for a potential ground operation, amassing huge ...",https://www.cnn.com/videos/world/2023/10/23/exp-gaza-offensive-preps-robertson.cnn
Gaza humanitarian crisis intensifies amid conflict,"Oct 23, 2023","Michael Holmes speaks with Laila El-Haddad, a Palestinian author and journalist whose family is in Gaza, about the worsening humanitarian crisis they are living through.",https://www.cnn.com/videos/world/2023/10/23/exp-gaza-humanitarian-crisis-el-haddad-holmes-intv-102210pseg1-cnni-world.cnn
On GPS: Who will rule Gaza?,"Oct 23, 2023","Former Israeli Prime Minister Ehud Barak tells Fareed that after the Israel Defense Forces clear Hamas from Gaza, there is a possibility that the international community could restore the Palestinian Authority to power there.",https://www.cnn.com/videos/tv/2023/10/22/gps-1022-barak-gaza.cnn
Defense Secretary Austin says US is ‘concerned about potential escalation’ in Middle East,"Oct 23, 2023",US Secretary of Defense Lloyd Austin said Sunday the US is “concerned about potential escalation” in the Middle East a day after announcing the deployment of additional military assets to the region.,https://www.cnn.com/2023/10/22/politics/lloyd-austin-israel-middle-east/index.html
What might be giving Israel pause before incursion? Expert lays out possible factors,"Oct 22, 2023",Former Middle East negotiator for the US State Department Aaron David Miller says these are the major factors that Israel must consider as it weighs up a potential ground incursion into Gaza.,https://www.cnn.com/videos/world/2023/10/22/israel-gaza-hamas-possible-incursion-miller-sot-nr-vpx.cnn
Opinion: Being a Muslim American right now is like living on borrowed time,"Oct 22, 2023","Our names and nationalities, faces and faith brand us with the stain of collective guilt for crimes that we did not commit, writes Khaled A. Beydoun on the Arab and Muslim communities in the US.",https://www.cnn.com/2023/10/21/opinions/how-arab-muslim-americans-feel-war-beydoun/index.html
Retired General answers pressing questions about Israel war,"Oct 21, 2023","How will the Gaza conflict resolve? “The Arab nations in the region starting with Egypt are the ones that have a potential solution here.” says Ret. Lt. Gen. David Deptula. “But make no mistake, Israel is committed to the elimination of Hamas - and ...",https://www.cnn.com/videos/world/2023/10/21/smr-pressing-questions-about-the-war.cnn
Palestinian PM: Saudi Arabia deal must include Palestinian cause,"Oct 21, 2023","CNN’s Becky Anderson interviews Palestinian Authority Prime Minister, Mohammad Shtayyeh, about the potential normalization deal between Israel and Saudi Arabia.",https://www.cnn.com/videos/world/2023/10/21/exp-becky-anderson-palestinian-pm-saudi-intv-102104aseg1-cnni-world.cnn
Pro-Palestinian protests continue across the Middle East,"Oct 21, 2023","Dalia Dassa Kaye, Senior Fellow, UCLA Burkle Center for International Relations, speaks to CNN’s Isa Soares on the risk of a regional spillover of Israel’s war with Hamas.",https://www.cnn.com/videos/world/2023/10/21/exp-israel-gaza-dassa-kay-intv-102104aseg2-cnni-world.cnn
See moment aid trucks crossed into Gaza from Egypt,"Oct 21, 2023",Gaza’s border with Egypt briefly opened at the Rafah crossing to allow 20 truckloads of humanitarian aid into the enclave. Thousands of civilians are in desperate need as Israel’s siege of the territory continues.,https://www.cnn.com/videos/world/2023/10/21/rafah-crossing-egypt-aid-gaza-israel-war-ward-bts-newday-intl-ldn-vpx.cnn
"The war has forced Israel’s Arab citizens to explain that no, they are not Hamas","Oct 21, 2023","When 20-year-old Aya Najame, an Arab Muslim, was a little girl growing up in the northern Israeli port city of Haifa, she would go on cultural exchange trips to Jewish schools to learn about the Jewish way of life. Jewish children would do the same, ...",https://www.cnn.com/2023/10/21/middleeast/arab-israeli-citizens-cmd-intl/index.html
Protests across Mideast as U.S.'s Arab allies warn against pushing Palestinians out of Gaza,"Oct 21, 2023","Protests erupted around the Arab world on Friday against Israel’s war against Hamas with the potential to displace millions of Palestinians in Gaza. CNN’s Nada Bashir reports thousands of demonstrators took to the streets in Egypt, Jordan, Lebanon, ...",https://www.cnn.com/videos/world/2023/10/21/exp-mideast-protests-friday-bashir-pkg-102112aseg3-cnni-world.cnn
Gaza: What a ground war would look like,"Oct 21, 2023","An expected ground incursion by Israel is likely to mean block-by-block fighting against Hamas, which could counter Israel with snipers, tunnels, and IEDs.",https://www.cnn.com/videos/world/2023/10/21/exp-tsr-todd-ground-war-scenario-israel-hamas.cnn
See what it looks like at Egypt-Gaza crossing where anger is growing,"Oct 21, 2023",Protests are growing in the Middle East due to civilian deaths in Gaza as humanitarian aid remains in limbo at the Rafah Crossing on the Egypt-Gaza border. Protester Rahma Zein shared with CNN’s Clarissa Ward why she’s so upset with Western ...,https://www.cnn.com/videos/world/2023/10/20/rafah-crossing-egypt-gaza-ward-lead-vpx.cnn
Protests across Mideast as US’ Arab allies warn against pushing Palestinians out,"Oct 21, 2023",Protests erupted around the Arab world on Friday as the Gaza war raged and an Israeli ground operation with the potential to displace millions of Palestinians loomed.,https://www.cnn.com/2023/10/20/middleeast/protests-palestinian-gaza-middle-east-int/index.html
"What's ahead for Israel, the Palestinians, and the region?","Oct 21, 2023","Poppy Harlow and Phil Mattingly talk with Fareed Zakaria, host of CNN’s “Fareed Zakaria, GPS.”",https://www.cnn.com/videos/world/2023/10/20/exp-israel-gaza-analysis-zakaria-102008aseg2-cnni-world.cnn
"U.S. Navy warship intercepts missiles fired by Iran-backed Houthis, Pentagon says","Oct 20, 2023","CNN’s Kasie Hunt speaks with Major General Dana Pittard, U.S. Army (Ret.), about the intercepts near Yemen as well as a potential Israeli military ground campaign in Gaza.",https://www.cnn.com/videos/world/2023/10/20/exp-israel-gaza-yemen-pittard-intv-102005aseg1-cnni-world.cnn
Attacks on US military in Middle East stoke fear of regional war,"Oct 20, 2023",The Pentagon Press Secretary Air Force Brig. Gen. Pat Ryder confirmed the USS Carney shot down three land attack missiles as well as several drones that were launched by Iran-backed Houthi forces in Yemen. The incident was one of a series ...,https://www.cnn.com/videos/world/2023/10/20/retired-us-general-mark-hertling-attacks-on-us-military-cnntm-vpx.cnn
"Ground incursion into Gaza 'almost only way' to get hostages back, says former IDF Colonel","Oct 20, 2023",Christiane Amanpour speaks with former IDF Colonel Miri Eisen about a potential Israeli ground invasion into Gaza to retrieve hostages taken by Hamas.,https://www.cnn.com/videos/tv/2023/10/19/amanpour-israel-hamas-war-miri-eisen.cnn
Will Israel's military invade Gaza? See what CNN filmed near Israel-Gaza border,"Oct 20, 2023",CNN’s Nic Robertson reports on the latest developments on Israel’s possible military incursion into Gaza.,https://www.cnn.com/videos/world/2023/10/20/israel-gaza-ground-invasion-robertson-vpx.cnn
The US is dangerously close to being pulled into a Middle East war,"Oct 20, 2023","A US navy ship intercepts missiles launched by Houthi rebels in Yemen. Two American bases in Syria come under fire. In Iraq, drones and rockets fired at US forces.",https://www.cnn.com/2023/10/20/middleeast/us-middle-east-danger-israel-hamas-war-mime-intl-hnk/index.html
Pro-Palestinian protests grow across Middle East,"Oct 20, 2023","CNN’s Max Foster speaks with Bader Al-Saif, a history professor at Kuwait University, about growing regional protests as the Israel-Hamas war rages on.",https://www.cnn.com/videos/world/2023/10/20/exp-bader-al-saif-growing-regional-protests-intv-102003aseg2-cnni-world.cnn
CNN reporter breaks down why US naval ship downed missiles near Yemen,"Oct 20, 2023",Pentagon says a U.S. warship in the Middle East shot down missiles and drones launched by Iranian-backed Houthi forces. CNN Pentagon Correspondent Oren Liebermann has more.,https://www.cnn.com/videos/world/2023/10/20/exp-yemen-missiles-liebermann-looklive-102012aseg1-world.cnn
Israeli politicians preview potential ground invasion into Gaza,"Oct 20, 2023",Israeli politicians signal that ground operations in Gaza may not be far away. Israel says it has also arrested dozens of Hamas operatives in the West Bank. CNN’s Nic Robertson reports.,https://www.cnn.com/videos/world/2023/10/20/exp-israel-gaza-ground-war-robertson-pkg-102001aseg2-cnni-world.cnn
The last remaining exit for Gazans is through Egypt. Here’s why Cairo is reluctant to open it,"Oct 20, 2023",Egypt is facing mounting pressure to act as neighboring Gaza gets pummeled by Israeli strikes after last weekend’s brutal assault by Hamas.,https://www.cnn.com/2023/10/13/middleeast/egypt-rafah-crossing-gaza-palestinians-mime-intl/index.html
Pro-Palestinian protesters take to the streets in Jordan,"Oct 20, 2023","Protesters in Jordan are speaking out in support of Palestinians trapped in Gaza, as CNN’s Nada Bashir reports.",https://www.cnn.com/videos/world/2023/10/19/exp-jordan-protests-israel-gaza-bashir-pkg-101902pseg2-cnni-world.cnn
The grief and shock that Israelis and Palestinians are grappling with,"Oct 20, 2023","In 2009, 3 daughters and a niece of Dr. Izzeldin Abuelaish were killed by Israeli shells in Gaza. He described the awful moment live on Israeli television to journalist Shlomi Eldar. Both men speak with Christiane Amanpour about what’s happening now.",https://www.cnn.com/videos/world/2023/10/19/exp-amanpour-izzeldin-abuelaish-shlomi-eldar-101901pseg2-cnni-world.cnn
"First on CNN: US Navy warship near Yemen intercepts multiple missiles, US officials say","Oct 20, 2023","A US Navy warship operating in the Middle East intercepted multiple projectiles near the coast of Yemen on Thursday, two US officials told CNN.",https://www.cnn.com/2023/10/19/politics/us-navy-intercept-missiles-yemen/index.html
Opinion: Who will be the winner in this terrible conflict?,"Oct 20, 2023","Iran, which for years has supported Hamas with money and weapons, has a strong stake in how this plays out in the weeks, months and even years ahead, writes Frida Ghitis.",https://www.cnn.com/2023/10/13/opinions/israel-hamas-gaza-iran-ghitis/index.html
CNN speaks with Palestinian politician Mustafa Barghouti,"Oct 19, 2023","Becky Anderson speaks with Mustafa Barghouti, President of the Palestinian National Initiative, about the condition of Palestinians.",https://www.cnn.com/videos/world/2023/10/19/exp-israel-gaza-west-bank-barghouti-intv-101904aseg01-cnni-world.cnn
"UAE Political Scientist says United States is dragging region into a ""new cycle of escalation, conflict and turmoil""","Oct 19, 2023",UAE University Professor Abdulkhaleq Abdulla tells CNN’s Becky Anderson that U.S. President Joe Biden didn’t come off “one bit as a peacemaker” during his trip to Tel Aviv,https://www.cnn.com/videos/world/2023/10/19/exp-mideast-analysis-israel-war-abdulla-intv-101903aseg2-cnni-world.cnn
Biden snubbed by Middle East allies as Arab world seethes over Gaza hospital blast,"Oct 19, 2023",Some of the United States’ closest Arab allies gave President Joe Biden the cold shoulder as he and his diplomats shuttled around the Middle East in an attempt to prevent the Israel-Hamas war from spiraling into a wider regional conflagration.,https://www.cnn.com/2023/10/18/middleeast/arab-allies-snub-biden-gaza-mime-intl/index.html
Gaza conflict spills into the West Bank as settler attacks and clashes leave dozens of Palestinians dead,"Oct 19, 2023","Ibrahim Wadi, 62, and his son Ahmad, 24, were on their way to a funeral for four Palestinians shot dead by Israeli settlers in their occupied West Bank community, when their car came under attack.",https://www.cnn.com/2023/10/19/middleeast/west-bank-settler-attacks-israel-cmd-intl/index.html
"'If conflict escalates into West Bank, possibility of mass transfer of Palestinians can't be ruled out,' says former Jordanian FM","Oct 19, 2023",Christiane Amanpour speaks with former Jordanian Foreign Minister Marwan Muasher on how Jordanians are viewing the war in Gaza and the growing anger on the Arab street towards Israel and the U.S.,https://www.cnn.com/videos/tv/2023/10/18/amanpour-muasher.cnn
"Arab public puts hospital blast ""squarely"" on Israel: Former Jordanian Foreign Minister","Oct 19, 2023",Former Jordanian Foreign Minister Marwan Muasher tells Christiane Amanpour why talks between U.S. President Biden and regional leaders fell apart after the Gaza hospital blast.,https://www.cnn.com/videos/world/2023/10/18/exp-amanpour-israel-gaza-jordan-marwan-muasher-101801pseg2-cnni-world.cnn
CNN speaks with Jordanian Foreign Minister,"Oct 19, 2023",CNN’s Becky Anderson asks Jordanian Foreign Minister Ayman Safadi why Jordan cancelled a planned summit with US President Joe Biden.,https://www.cnn.com/videos/world/2023/10/18/exp-israel-gaza-war-jordan-anderson-101812pseg2-cnni-world.cnn
Putin touts solidarity with China in Xi’s pitch for new world order as crisis grips Middle East,"Oct 18, 2023","Vladimir Putin and Chinese leader Xi Jinping discussed the conflict in the Middle East during a meeting on the sidelines of the Belt and Road Forum in Beijing Wednesday, according to the Russian leader – who said “common threats” brought the two ...",https://www.cnn.com/2023/10/18/china/china-bri-forum-opening-ceremony-intl-hnk/index.html
Gaza hospital explosion sparks anger and protests in Arab countries,"Oct 18, 2023",A wave of anti-Israel protests erupted across the Middle East as anger escalated after the deadly Gaza City hospital blast which Palestinian officials in Gaza blamed on Israel.,https://www.cnn.com/2023/10/18/middleeast/gaza-hospital-blast-middle-east-protests-intl-hnk/index.html
Protests break out across Middle East after deadly hospital blast,"Oct 18, 2023",CNN’s Nada Bashir reports on President Biden’s visit to Israel as anti-Israel protests take place across the Middle East after a deadly hospital blast in Gaza killed hundreds.,https://www.cnn.com/videos/world/2023/10/18/protests-hospital-blast-israel-biden-gaza-bashir-cnntm-vpx.cnn
Biden’s Middle East mission was thrown into turmoil even before he left,"Oct 18, 2023",President Joe Biden’s mission to contain Israel’s confrontation with Hamas was overtaken even before he left Washington on Tuesday evening by fast worsening events that threaten to spill over into a regional war.,https://www.cnn.com/2023/10/17/politics/biden-middle-east-mission-turmoil/index.html
IDF and Hezbollah exchange cross-border fire,"Oct 18, 2023","Tensions are growing along Israel’s northern border with Lebanon, as the IDF and Hezbollah exchange fire. CNN’s Matthew Chance reports.",https://www.cnn.com/videos/world/2023/10/18/exp-israel-war-lebanon-hezbollah-chance-pkg-10181aseg1-cnni-world.cnn
Regional impact of Israel's war with Hamas,"Oct 18, 2023",CNN Senior International Correspondent Ben Wedeman reports from southern Lebanon where there are fears of a second front in the war.,https://www.cnn.com/videos/world/2023/10/18/exp-lebanon-israel-wedeman-pkg-101812aseg1-world.cnn
They followed evacuation orders. An Israeli airstrike killed them the next day.,"Oct 18, 2023","When Palestinians in north Gaza heeded the warnings issued in the Israeli military’s phone calls, text messages, and fliers advising them to head south, they thought they were fleeing to potential safety.",https://www.cnn.com/2023/10/16/middleeast/israel-palestinian-evacuation-orders-invs/index.html
Video shows aftermath scenes of Israeli airstrikes in Rafah,"Oct 18, 2023","CNN’s Salma Abdelaziz reports on aid blocked at the Rafah border crossing area. Airstrikes killed at least 28 people in Rafah early Tuesday morning, according to the Palestinian Ministry of Interior.",https://www.cnn.com/videos/world/2023/10/17/rafah-crossing-border-closure-airstrikes-gaza-israel-salma-abdelaziz-dnt-lead-vpx.cnn
Clashes at Lebanon-Israel border raise fears of wider war,"Oct 17, 2023","On the face of it, the crossfire on Lebanon’s border with Israel appears marginal, dwarfed by the scale and intensity of the Hamas-Israel war further south.",https://www.cnn.com/2023/10/16/middleeast/lebanon-israel-hezbollah-border-clashes-intl/index.html
What the Israel-Hamas war means for US markets,"Oct 17, 2023",Growing unrest in the Middle East has cast a shadow on global financial markets.,https://www.cnn.com/2023/10/17/investing/premarket-stocks-trading/index.html
Growing number of U.S. military assets moved near Israel,"Oct 17, 2023","While the United States maintains it will not get directly involved in Israel’s operation against Hamas, an increasing number of U.S. military assets are on the move to the region. CNN Pentagon Correspondent Oren Liebermann has the details.",https://www.cnn.com/videos/world/2023/10/17/exp-u-s-troops-israel-oren-liebermann-101701aseg1-cnni-world.cnn
The US is mounting a frantic effort to head off a wider Middle East war,"Oct 17, 2023",US leaders are mounting an urgent effort to prevent Israel’s war against Hamas and a resulting civilian catastrophe in Gaza from escalating into a widening regional conflict that could snowball into an even greater geopolitical crisis after this month’s horrific ...,https://www.cnn.com/2023/10/16/politics/us-prevent-wider-middle-east-war/index.html
Diplomatic reaction to Israel-Hamas conflict,"Oct 17, 2023","As Israel’s Prime Minister pledges to destroy Hamas, world leaders attempt to strike a balance between supporting Israel and discouraging the collective punishment of Gaza. CNN’s Sam Kiley has more. And a warning, his report contains some graphic ...",https://www.cnn.com/videos/world/2023/10/17/exp-israel-response-to-hamas-attacks-sam-kiley-101712aseg1-cnni-world.cnn
Palestinian official accuses Israel of undermining the Palestinian people,"Oct 17, 2023","Christiane Amanpour speaks with Mustafa Barghouti, the general secretary of the Palestinian National Initiative political party, about the war between Israel and Hamas.",https://www.cnn.com/videos/world/2023/10/16/exp-gaza-war-palestinian-response-barghouti-intw-101601pseg3-cnni-world.cnn
UN official on hospital situation in Gaza,"Oct 17, 2023","UN Humanitarian Coordinator Lynn Hastings highlights the growing need for food, water and fuel inside Gaza City and other areas in north Gaza.",https://www.cnn.com/videos/world/2023/10/16/exp-gaza-war-humanitarian-crisis-intw-hasting-101601pseg1-cnni-world.cnn
See what life looks like in southern Gaza for evacuees,"Oct 17, 2023",Palestinians say there are no safe areas in Gaza after the Israeli military called on some 1.1 million people to evacuate the north. It is feared that families will now pay the steepest cost after being trapped there. CNN’s Salma Abdelaziz reports.,https://www.cnn.com/videos/world/2023/10/16/life-inside-southern-gaza-abdelaziz-pkg-cnntm-vpx.cnn
See what life looks like in southern Gaza for evacuees,"Oct 17, 2023",Palestinians say there are no safe areas in Gaza after the Israeli military called on some 1.1 million people to evacuate the north. It is feared that families will now pay the steepest cost after being trapped there. CNN’s Salma Abdelaziz reports.,https://www.cnn.com/videos/world/2023/10/16/life-inside-gaza-abdelaziz-pkg-cnntm-vpx.cnn
Israeli-American reservists rushing to help in war against Hamas,"Oct 16, 2023",Stephanie Elam reports on Israeli-American reservists who are giving up their daily lives to serve Israel in fighting Hamas.,https://www.cnn.com/videos/world/2023/10/16/exp-israeli-american-reservists-elam-live-10168aseg1-cnni-world.cnn
This American family with roots in besieged Gaza suffers the consequences of Israel’s war on Hamas,"Oct 16, 2023","Ahmed Arafat, a 26-year-old Palestinian-American, is doing everything he can to keep his small family safe from Israeli airstrikes in Gaza. Meanwhile, all his family in Tennessee can do is sit by the phone and pray. They hope he’ll be able to escape ...",https://www.cnn.com/2023/10/16/world/american-palestinian-family-israel-hamas-war/index.html
U.S. has no intention of sending troops to fight in Israel,"Oct 16, 2023","Although the U.S. has ordered a second carrier strike group to the eastern Mediterranean Sea as a deterrent, the Pentagon says it is not planning to send troops to Israel. CNN’s Hadas Gold reports.",https://www.cnn.com/videos/world/2023/10/16/exp-israel-war-u-s-troops-gold-lkl-10164aseg1-cnni-world.cnn
"Hezbollah, Israel exchanges raise fears of second front","Oct 16, 2023","CNN’s Ben Wedeman reports from southern Lebanon, where concerns are rising that a second front could be opening in the conflict.",https://www.cnn.com/videos/world/2023/10/16/exp-israel-war-lebanon-concerns-wedeman-lok-101602aseg2-cnni-world.cnn
UN calls Gaza a 'hell hole.' See the latest footage from inside,"Oct 16, 2023","CNN’s Scott McLean reports on the deteriorating situation in Gaza following another round of Israeli airstrikes that claimed victims in Deir al-Balah, a city situated south of the evacuation zone.",https://www.cnn.com/videos/world/2023/10/15/gaza-airstrikes-evacuations-mclean-pkg-vpx.cnn
"Middle East on ‘verge of the abyss,’ UN warns as Gaza suffers and Israel prepares for offensive","Oct 16, 2023","Conditions in Gaza have deteriorated dangerously, experts say, with serious shortages of clean water and food as tens of thousands of Palestinians attempt to flee crippling airstrikes and an Israeli ground offensive.",https://www.cnn.com/2023/10/15/middleeast/israel-hamas-gaza-war-sunday-intl-hnk/index.html
"US sending second carrier strike group, fighter jets to region as Israel prepares to expand Gaza operations","Oct 16, 2023","The Pentagon has ordered a second carrier strike group to the eastern Mediterranean Sea and is sending Air Force fighter jets to the region as Israel prepares to expand its Gaza operations, US Defense Secretary Lloyd Austin said in a statement Saturday.",https://www.cnn.com/2023/10/14/middleeast/us-aircraft-carrier-eisenhower-israel-gaza-intl-hnk-ml/index.html
Israel is at war with Hamas. Here’s what to know,"Oct 16, 2023","The Israeli military has told all civilians in Gaza City to evacuate “southwards” as it maintains its bombardment of the coastal enclave in response to last weekend’s Hamas attacks that killed more than 1,400 people.",https://www.cnn.com/2023/10/09/middleeast/israel-hamas-gaza-war-explained-mime-intl/index.html
Israel-Hamas war risks further deglobalization and inflation,"Oct 15, 2023","The global economy is facing tremendous uncertainty from the war between Hamas and Israel in the Middle East, on top of the ongoing war between Russia and Ukraine. Those conflicts don’t just threaten the regions where they’re unfolding; they may ...",https://www.cnn.com/2023/10/15/economy/stocks-week-ahead-deglobalization/index.html
These people chartered a flight from US to Israel. One of them is going to war,"Oct 15, 2023",At least 150 people left Los Angeles International Airport Saturday on a charter flight to Israel. Many are Israeli-Americans who are going to help the war effort. CNN’s Stephanie Elam reports.,https://www.cnn.com/videos/world/2023/10/15/exp-los-angeles-israel-charter-elam-lkl-101512aseg1-cnni-world.cnn
Challenges of a ground operation in Gaza,"Oct 15, 2023",Retired U.S. Army Major John Spencer joins CNN’s Michael Holmes to discuss how Israel Defense Forces might navigate a ground operation in Gaza.,https://www.cnn.com/videos/world/2023/10/15/exp-gaza-urban-warfare-101410pseg1-cnni-world.cnn
Egyptian authorities not allowing foreign nationals to enter Egypt from Gaza -- local media,"Oct 15, 2023",Egypt’s foreign minister says the crossing is open but roads on Gaza side are “inoperable” due to aerial bombardment. CNN’s Rafael Romo reports.,https://www.cnn.com/videos/world/2023/10/15/exp-egypt-gaza-border-romo-live-101407pseg1-cnni-world.cnn
Israel tells half of Gaza's population to evacuate,"Oct 15, 2023",Thousands of Palestinians flee Northern Gaza ahead of Israel’s expected ground invasion. CNN’s Isa Soares speaks to Palestinian journalist Laila El-Haddad about the situation.,https://www.cnn.com/videos/world/2023/10/15/exp-gaza-refugees-laila-elhaddad-intv-10155pseg01-cnni-world.cnn
These Americans are enduring an agonizing wait for news about loved ones in Israel and Gaza,"Oct 15, 2023","For Israelis and Palestinians alike, the world has been upended in a matter of days. For them, along with anxious loved ones across the United States, a terrifying new reality is starting to set in: A sense of impending doom, loss and uncertainty.",https://www.cnn.com/2023/10/14/us/americans-israel-gaza-families/index.html
Military analyst describes what a possible Israeli ground incursion into Gaza could look like,"Oct 14, 2023",CNN’s Kim Brunhuber speaks with Malcolm Davis of the Australian Strategic Policy Institute about Israel’s military operations in its war against Hamas.,https://www.cnn.com/videos/world/2023/10/14/exp-israel-gaza-military-analysis-davis-intv-101405aseg1-cnni-world.cnn
'Gaza is being destroyed. There is nothing left': Resident,"Oct 14, 2023",Video shows Gaza residents walking the streets with what belongings they can carry as they try to flee to the southern region amid orders from the Israel Defense Forces (IDF) urging residents to relocate. CNN’s Nada Bashir reports.,https://www.cnn.com/videos/world/2023/10/14/northern-gaza-thousands-flee-nada-bashir-cnni-nr-vpx.cnn
"Israel calls on Gaza City civilians to leave homes, move 'southwards'","Oct 14, 2023","Major Doron Spielman, a spokesperson for Israel Defense Forces speaks, to CNN’s Lynda Kinkade about recent developments.",https://www.cnn.com/videos/world/2023/10/14/exp-idf-spokesperson-spielman-intv-fst101402aseg2-cnni-world.cnn
Israeli jets hit Gaza ahead of possible ground offensive,"Oct 14, 2023","Israeli jets have pounded Gaza ahead of a possible ground offensive, as Israel warns civilians to evacuate from the northern part of the territory. Michael Holmes speaks with Khaled Elgindy, a senior fellow with the Middle East Institute, about the ...",https://www.cnn.com/videos/world/2023/10/14/exp-israel-gaza-conflict-khaled-elgindy-intv-101401aseg2-cnni-world.cnn
Israel urges civilians in northern Gaza to go South,"Oct 14, 2023",Michael Holmes talks with IDF Spokesperson Lt. Col. Jonathan Conricus.,https://www.cnn.com/videos/world/2023/10/14/exp-israel-view-gaza-civilians-conricus-intv-101412aseg2-cnni-world.cnn
"Israeli troops carry out raids in Gaza, and warn civilians in northern Gaza to flee south","Oct 14, 2023",CNN’s Nic Robertson reports on the war one week after Hamas attacked Israel.,https://www.cnn.com/videos/world/2023/10/14/exp-israel-gaza-raids-robertson-pkg-101412aseg1-cnni-world.cnn
See what it looks like inside Gaza as drumbeat of invasion grows,"Oct 14, 2023",CNN’s Clarissa Ward reports on the response inside Gaza as Israel indicates it will invade the enclave days after Hamas killed hundreds of Israelis in a surprise attack.,https://www.cnn.com/videos/world/2023/10/14/gaza-evacuations-israel-clarissa-ward-ac360.cnn
Jan Egeland: Israel must reverse order for Palestinians in Gaza to move south,"Oct 14, 2023",Secretary General of the Norwegian Refugee Council Jan Egeland warns that Israel must not create “a generation of hatred” as it strikes Gaza.,https://www.cnn.com/videos/world/2023/10/13/exp-israel-gaza-jan-egeland-amanpour-bianna-golodryga-intv-fst-101101pseg1-cnni-world.cnn
"Hamas wants to ""assassinate any chance for peace,"" says Yuval Noah Harari","Oct 13, 2023",Yuval Noah Harai tells Christiane Amanpour that Hamas intends to ensure conflict in region will continue “for generations.”,https://www.cnn.com/videos/world/2023/10/13/exp-yuval-noah-harari-israel-palestine-intv-101201pseg3-cnni-world.cnn
White House confirms number of Americans killed in Israel,"Oct 13, 2023","The White House confirms that 27 Americans were killed in Israel, and 14 U.S. nationals are still missing.  CNN’s Erica Hill has some of their stories.",https://www.cnn.com/videos/world/2023/10/13/exp-americans-killed-in-israel-erica-hill-pkg-101303aseg1-cnni-world.cnn
U.S. Secretary of State Antony Blinken in the Middle East,"Oct 13, 2023",CNN’s Becky Anderson reports on the U.S. Secretary of State’s efforts to keep the Israel-Hamas conflict from involving other nations.,https://www.cnn.com/videos/world/2023/10/13/exp-blinken-israel-hamas-anderson-pkg-fst-101312aseg2-cnni-world.cnn
Drone footage of war-torn Gaza show immense destruction,"Oct 13, 2023",CNN’s Ben Wedeman reports from Southern Lebanon on the “catastrophic” crisis Gaza faces as Israel vows to unleash a “large-scale strike” on Hamas targets in the region.,https://www.cnn.com/videos/world/2023/10/12/ben-wedeman-gaza-man-speaks-out-tsr-vpx.cnn
US scrambles to get Americans stranded in Israel back home,"Oct 13, 2023","The Biden administration said they’ll begin chartering flights on Friday from Israel to destinations in Europe, as officials scramble to get Americans stranded in the war-ravaged country back home to the US.",https://www.cnn.com/2023/10/12/politics/biden-admin-charters-flights-out-of-israel/index.html
IDF reservists flock to border with Gaza as Israel prepares for ground invasion,"Oct 13, 2023",The signs of Israel’s massive mobilization for a potential ground invasion of Gaza are all around here.,https://www.cnn.com/2023/10/12/middleeast/israel-ground-invasion-gaza-reservists-intl/index.html
The obstacles to peace between Israelis and Palestinians,"Oct 12, 2023","CNN’s John Vause speaks with Dr. Mustafa Barghouti, head of the Palestinian National Initiative.",https://www.cnn.com/videos/world/2023/10/12/exp-mustafa-barghouti-intvw-101201aseg2-world.cnn
Gaza 'stuck in a living nightmare,"Oct 12, 2023",CNN’s Nada Bashir shows us the neighborhoods worst hit by Israeli strikes.,https://www.cnn.com/videos/world/2023/10/12/exp-gaza-destruction-bashir-pkg-101212aseg2-world.cnn
"How does Hamas get its weapons? A mix of improvisation, resourcefulness and a key overseas benefactor","Oct 12, 2023","The brutal rampage by Islamist militant group Hamas on Israel last weekend involved thousands of rockets and missiles, drones dropping explosives, and untold numbers of small arms and ammunition.",https://www.cnn.com/2023/10/11/middleeast/hamas-weaponry-gaza-israel-palestine-unrest-intl-hnk-ml/index.html
See what it's like on the ground as Israel declares 'complete siege' on Gaza,"Oct 12, 2023","A humanitarian crisis is rapidly unfolding in Gaza as Israel’s aerial bombardments intensify. Nearly 1,200 people have been killed in airstrikes in Gaza, according to Palestinian health officials. CNN’s Nada Bashir reports.",https://www.cnn.com/videos/world/2023/10/12/gaza-on-the-ground-israel-airstrikes-bashir-pkg-ovn-hnk-vpx.cnn
Retired colonel points out key difficulty Israeli troops would face in Gaza,"Oct 12, 2023",Retired Colonel Cedric Leighton shows how Gaza’s high population density could impact Israel’s ability to conduct a ground assault in the region.,https://www.cnn.com/videos/world/2023/10/12/population-density-impact-gaza-israel-leighton-lcl-vpx.cnn
What travelers need to know following deadly clashes in Israel and Gaza,"Oct 12, 2023",Flights have been affected and some governments have updated advice for citizens. Here’s how the situation in Israel is affecting travel at the moment.,https://www.cnn.com/travel/what-travelers-need-to-know-israel-gaza/index.html
Mideast and US leaders tried to sweep the Palestinian issue under the rug. That may not work anymore,"Oct 12, 2023",Hamas’ brutal weekend attack on Israel has thrust the Palestinian issue back into the international spotlight and may have thrown a wrench in Israel’s efforts to expand what Netanyahu calls the “circle of peace.”,https://www.cnn.com/2023/10/11/middleeast/israel-palestine-us-saudi-normalization-mime-intl/index.html
